Arttırılabilir Azami Bellek,Bağlantılar,Bağlantılar (İkincil),Beden,Cihaz Ağırlığı,Dokunmatik Ekran,Ekran Boyutu,Ekran Kartı,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Ekran Kartı Tipi,Ekran Yenileme Hızı,Ekran Özelliği,Garanti Süresi,Garanti Tipi,Görüntü Kalitesi,HDMI,Hard Disk Kapasitesi,Kapasite,Klavye,Kullanım Amacı,Maksimum İşlemci Hızı (GHz),Okula Dönüş,Optik Sürücü Tipi,Panel Tipi,Power Supply,Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,Renk,SSD Kapasitesi,SSD Teknolojisi,Soket Tipi,Temel İşlemci Hızı (GHz),Çözünürlük,Çözünürlük Standartı,İşlemci Frekansı,İşlemci Modeli,İşlemci Nesli,İşlemci Tipi,İşlemci Çekirdek Sayısı,İşletim Sistemi,Şarjlı Kullanım Süresi,url,price
,USB - Bluetooth - HDMI,,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,Monster Türkiye Garantili,,,HDD Yok,,Q Türkçe + Numerik (Aydınlatmalı),Oyun,5.0,,,IPS,,16 GB,DDR4,Siyah,1 TB,Gen 4,,2.4,1920 x 1080,Full HD (FHD),,13700H,13. Nesil,Intel Core i7,14,Free Dos,3 Saat ve Altı,https://www.trendyol.com//monster/abra-a5-v20-3-4-intel-core-i7-13700h-16-gb-ram-1-tb-ssd-6-gb-rtx-4050-freedos-15-6-fhd-144-hz-p-736036351?boutiqueId=61&merchantId=105286,33.699 TL
,,,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce GTX1650 Ti,GDDR6,4 GB,Harici,,,,Resmi Distribütör Garantili,,,,4 GB,RGB,Oyun,,,Yok,,,8 GB,,,1 TB,,,,1920 x 1080,Full HD (FHD),,10300H,,Intel Core i5,,Free Dos,,https://www.trendyol.com//asus/tuf-fx506li-hn085-intel-core-i5-10300h-8gb-1tb-ssd-gtx-1650ti-freedos-15-6-fhd-p-130010677?boutiqueId=61&merchantId=878698,26.999 TL
,USB,,,2 kg ve Altı,Yok,18 inç,Nvidia GeForce MX450,Dahili,2 GB,Harici,90 Hz,,2 Yıl,ACER Türkiye Garantili,,,500 GB,,Q Türkçe + Numerik (Aydınlatmalı),Ev - Okul,,,,,,36 GB,LPDDR3,Gümüş,32 GB,,,,4480 x 2520,Ultra HD 4K (UHD),,4800HS,5. Nesil,MediaTek P60T,10,Windows,,https://www.trendyol.com//hp/250-g8-853u8es-i5-1135-15-6-8g-256ssd-dos-p-780851619?boutiqueId=61&merchantId=247616,12.250 TL
,Bluetooth,,,2 kg ve Altı,Yok,"15,6 inç",Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Casper Türkiye Garantili,,,HDD Yok,,Q Türkçe + Numerik (Aydınlatmasız),Ofis - İş,4.1,,,IPS,,16 GB,DDR4,Gri,1 TB,Gen 4,,3,1920 x 1080,Full HD (FHD),,1115G4,11. Nesil,Intel Core i3,2,Free Dos,,https://www.trendyol.com//casper/nirvana-c500-1115-bf00x-g-f-intel-core-i3-1115g4-16gb-ram-1tb-ssd-gen4-freedos-p-445476720?boutiqueId=61&merchantId=129813&advertItems=eyJhZHZlcnRJZCI6ImJkNzU0NGNlLWY2ZGYtNDVkYi05ODcxLWE2YzFiNDNiNWM0MyIsInNvcnRpbmdTY29yZSI6MC4wNTM4MjQ2OTMyMTA0MjI5OSwiYWRTY29yZSI6MC4wMzI5MTM5NDkzNDA1ODE4OTQsImFkU2NvcmVzIjp7IjEiOjAuMDMyOTEzOTQ5MzQwNTgxODk0LCIyIjowLjAzMjkxMzk0OTM0MDU4MTg5NH0sImNwYyI6MS41MTgsIm1pbkNwYyI6MC4wMSwiZUNwYyI6MS41MTgsImFkdmVydFNsb3QiOjEyOCwib3JkZXIiOjcsInNlYXJjaFRlcm0iOiJiaWxnaXNheWFyIiwiYXR0cmlidXRlcyI6IiJ9,12.599 TL
,Bluetooth,,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,Casper Türkiye Garantili,,,HDD Yok,,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,4.4,,,IPS,,32 GB,DDR4,Gri,2 TB,Gen 4,,,1920 x 1080,Full HD (FHD),,12450H,12. Nesil,Intel Core i5,8,Free Dos,,https://www.trendyol.com//casper/excalibur-g870-1245-dxb0x-b-intel-core-i5-12450h-32gb-ram-2tb-nvme-ssd-gen4-8gb-rtx4060-freedos-p-672181605?boutiqueId=61&merchantId=114258,34.989 TL
,,,,2 kg ve Altı,Yok,14 inç,Radeon Vega 7 Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,512 GB,,Q Türkçe,Ev - Okul,,,Yok,,,16 GB,DDR4,Gri,SSD Yok,,,,1920 x 1080,Full HD Ultra Wide,,5600H,5. Nesil,AMD Ryzen 5,6,Windows,,https://www.trendyol.com//asus/zenbook-14-um425-5-nesil-ryzen-5-5600h-16gb-512gb-ssd-14inc-w11-p-355654772?boutiqueId=61&merchantId=141868,29.999 TL
,HDMI - USB,,,2 kg ve Altı,Yok,"15,6 inç",Intel UHD Graphics,SD,Paylaşımlı,Harici,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),Ev - Okul,,,,,,8 GB,DDR4,Beyaz,256 GB,,,,1920 x 1080,Full HD (FHD),,Belirtilmemiş,1. Nesil,Intel Celeron,2,Free Dos,,https://www.trendyol.com//acer/aspire-3-a315-35-c7cb-nx-a6ley-006a4-n4500-8gb-256ssd-15-6-fullhd-freedos-tasinabilir-bilgisay-p-771946462?boutiqueId=61&merchantId=106664,8.549 TL
64 GB,Wi-Fi,,,4 kg ve Üstü,,"24"" / 61 Ekran",Nvidia GeForce RTX 3050,GDDR6,8 GB,Harici,75 Hz,,2 Yıl,Resmi Distribütör Garantili,,Var,HDD Yok,512 GB,RGB,Oyun,,,Yok,IPS,500 W ve üstü,32 GB,DDR4,,512 GB,Gen 3,AM4,3.6,1920 x 1080,Full HD (FHD),3.00 GHz üstü,Ryzen 5 5500,5. Nesil,AMD Ryzen 5,6,Free Dos,,https://www.trendyol.com//biggamex/blade-rtx07-ryzen-5-5500-32gb-ram-512gb-m-2-ssd-rtx3050-23-8-oyuncu-masaustu-bilgisayar-p-786956147?boutiqueId=61&merchantId=192618&advertItems=eyJhZHZlcnRJZCI6IjUyMTMzOTFlLTFmZjgtNGFkZi1iZjg4LWY5YWEwYzY4NTA5ZiIsInNvcnRpbmdTY29yZSI6MC4wNTMzNjAzMDE4NTIyMjYyNiwiYWRTY29yZSI6MC4wNDU3NjM1NTIxODg4NzMyOSwiYWRTY29yZXMiOnsiMSI6MC4wNDU3NjM1NTIxODg4NzMyOSwiMiI6MC4wNDU3NjM1NTIxODg4NzMyOX0sImNwYyI6MS4xNjYwMDAwMDAwMDAwMDAxLCJtaW5DcGMiOjAsImVDcGMiOjEuMTY2MDAwMDAwMDAwMDAwMSwiYWR2ZXJ0U2xvdCI6MTI5LCJvcmRlciI6MTEsInNlYXJjaFRlcm0iOiJiaWxnaXNheWFyIiwiYXR0cmlidXRlcyI6IiJ9,22.149 TL
,,,,2 kg ve Altı,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe,Oyun,4.5,,,,,32 GB,DDR4,Siyah,1 TB,,,2.7,1920 x 1080,Full HD (FHD),,11400H,11. Nesil,Intel Core i5,6,Windows,,https://www.trendyol.com//asus/tuf-gaming-f15-fx506hc-i5-11400h-32gb-1tb-ssd-rtx3050-4gb-144hz-w11p-15-6-fhd-hn373-p-661919963?boutiqueId=61&merchantId=448871,32.400 TL
,USB - Bluetooth - HDMI,,,2 - 4 kg,Var,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),Oyun,,,,IPS,,16 GB,DDR4,Gri,512 GB,,,,1920 x 1080,Full HD (FHD),,12700H,12. Nesil,Intel Core i7,12,Free Dos,,https://www.trendyol.com//asus/tuf-gaming-f15-fx507zc4-hn177-intel-i7-12700h-16gb-ddr4-1tb-ssd-4gb-rtx3050-15-6-fhd-144hz-dos-p-775779675?boutiqueId=61&merchantId=820455,36.325 TL
,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),Ofis - İş,4.2,,Yok,VA,,8 GB,DDR4,Siyah,256 GB,,,2.4,1920 x 1080,Full HD (FHD),,1135G7,11. Nesil,Intel Core i5,4,Free Dos,3 Saat ve Altı,https://www.trendyol.com//hp/250-core-i5-1135g7-islemci-8gb-ram-256gb-ssd-15-6-fhd-freedos-laptop-siyah-853u7es-p-773440801?boutiqueId=61&merchantId=857388,11.349 TL
32 GB,HDMI,,Tek Ebat,4 kg ve Üstü,,"24"" / 61 Ekran",AMD Radeon RX 550,GDDR5,4 GB,Harici,75 Hz,,2 Yıl,Resmi Distribütör Garantili,,Var,,1 TB,RGB,Oyun,,Evde Eğitim,Yok,IPS,500 W ve üstü,16 GB,DDR4,,256 GB,,,3.6,1920 x 1080,Full HD (FHD),3.00 GHz üstü,3600,3. Nesil,AMD Ryzen 5,6,Free Dos,,https://www.trendyol.com//biggamex/bg14-ryzen-5-3600-16gb-ram-256gb-ssd-1tb-hdd-rx550-4gb-23-8-oyuncu-masaustu-bilgisayari-p-129519615?boutiqueId=61&merchantId=192618&advertItems=eyJhZHZlcnRJZCI6IjUyMTMzOTFlLTFmZjgtNGFkZi1iZjg4LWY5YWEwYzY4NTA5ZiIsInNvcnRpbmdTY29yZSI6MC4wNTMzNTM1Mzg3MjkyNTA0NCwiYWRTY29yZSI6MC4wNDU3NTc3NTE5MTE4Nzg1ODYsImFkU2NvcmVzIjp7IjEiOjAuMDQ1NzU3NzUxOTExODc4NTg2LCIyIjowLjA0NTc1Nzc1MTkxMTg3ODU4Nn0sImNwYyI6MS4xNjYwMDAwMDAwMDAwMDAxLCJtaW5DcGMiOjAsImVDcGMiOjEuMTY2MDAwMDAwMDAwMDAwMSwiYWR2ZXJ0U2xvdCI6MTMwLCJvcmRlciI6MTUsInNlYXJjaFRlcm0iOiJiaWxnaXNheWFyIiwiYXR0cmlidXRlcyI6IiJ9,15.149 TL
,,,,2 kg ve Altı,Yok,13 inç,M2 8 Çekirdekli,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Apple Türkiye Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,Yok,,,8 GB,Belirtilmemiş,Çok Renkli,512 GB,,,,2550 x 1600,Ultra HD 4K (UHD),,Belirtilmemiş,Belirtilmemiş,M2,Belirtilmemiş,Mac Os,,https://www.trendyol.com//apple/macbook-air-m2-8c-cpu-10c-gpu-512gb-ssd-13-yildiz-isigi-dizustu-bilgisayar-mly23tu-a-p-347635414?boutiqueId=61&merchantId=834586,38.990 TL
16 GB,HDMI,,,2 kg ve Altı,Yok,"15,6 inç",AMD Radeon Graphics,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Lenovo Türkiye Garantili,,,HDD Yok,Yok,Q Türkçe,Ofis - İş,4.3,,Yok,TN,,8 GB,DDR4,Siyah,512 GB,,,1.8,1920 x 1080,Full HD (FHD),,5700U,5. Nesil,AMD Ryzen 7,8,Free Dos,4-6 Saat,https://www.trendyol.com//lenovo/v15-g2-alc-amd-ryzen-7-5700u-8-gb-512-gb-ssd-freedos-15-6-fhd-82kd0044tx-p-363041434?boutiqueId=61&merchantId=687872,12.360 TL
,USB,,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.5,,,IPS,,16 GB,DDR4,Beyaz,512 GB,,,,1920 x 1080,Full HD (FHD),,12500H,12. Nesil,Intel Core i5,12,Free Dos,,https://www.trendyol.com//hp/victus-15-fa1032nt-intel-core-i5-12500h-16gb-512ssd-rtx4050-6gb-15-6-freedos-144-hz-fhd-tasinabi-p-744363474?boutiqueId=61&merchantId=106740,28.699 TL
64 GB,VGA - HDMI - DP - COM,,,2 - 4 kg,,6 inç ve üstü,Nvidia GeForce RTX 3050,GDDR6,8 GB,Harici,,,2 Yıl,Resmi Distribütör Garantili,,Var,HDD Yok,512 GB,Yok,Oyun,,,Yok,,500 W ve üstü,32 GB,DDR4,,512 GB,Gen 3,,2.9,1920 x 1080,,3.00 GHz üstü,10400F,10. Nesil,Intel Core i5,6,Free Dos,,https://www.trendyol.com//biggamex/biggamex-sx72-i5-10400f-32gb-3200mhz-512gb-nvme-m-2-ssd-rtx3050-8gb-masaustu-oyuncu-bilgisayari-p-755958581?boutiqueId=61&merchantId=192618&advertItems=eyJhZHZlcnRJZCI6IjUyMTMzOTFlLTFmZjgtNGFkZi1iZjg4LWY5YWEwYzY4NTA5ZiIsInNvcnRpbmdTY29yZSI6MC4wNTMyOTU1Mzc0NTY4NzAwOSwiYWRTY29yZSI6MC4wNDU3MDgwMDgxMTA1MjMyMjQsImFkU2NvcmVzIjp7IjEiOjAuMDQ1NzA4MDA4MTEwNTIzMjI0LCIyIjowLjA0NTcwODAwODExMDUyMzIyNH0sImNwYyI6MS4xNjYwMDAwMDAwMDAwMDAxLCJtaW5DcGMiOjAsImVDcGMiOjEuMTY2MDAwMDAwMDAwMDAwMSwiYWR2ZXJ0U2xvdCI6MTMxLCJvcmRlciI6MTksInNlYXJjaFRlcm0iOiJiaWxnaXNheWFyIiwiYXR0cmlidXRlcyI6IiJ9,19.399 TL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//izoly/storm-i9-13900k-32gb-ddr5-1tb-m-2-nvme-ssd-24gb-rtx4090-27-165hz-curved-oyuncu-bilgisayari-p-748099384?boutiqueId=61&merchantId=123676,"174.817,80 TL"
,USB - Bluetooth - HDMI,,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,4.7,,,IPS,,16 GB,DDR5,Mavi,512 GB,Gen 4,,,1920 x 1080,Full HD (FHD),,13500H,13. Nesil,Intel Core i5,12,Windows,6 Saat ve Üstü,https://www.trendyol.com//hp/victus-core-i5-13500h-16-ram-512-gb-ssd-rtx4060-16-1-win11-laptop-mavi-7p6l2ea-p-775825971?boutiqueId=61&merchantId=126144,35.999 TL
,,,,2 kg ve Altı,Yok,14 inç,Dahili Ekran Kartı,Belirtilmemiş,Paylaşımlı,Dahili,120 Hz,,2 Yıl,Apple Türkiye Garantili,,,HDD Yok,,Q Türkçe,Tasarım,,,,,,64 GB,Belirtilmemiş,Gri,1 TB,,,,3024 x 1964,Retina,,Belirtilmemiş,Belirtilmemiş,M2,12,Mac Os,,https://www.trendyol.com//apple/macbook-pro-m2-max-12c-cpu-38c-gpu-64-gb-1-tb-macos-14-uzay-grisi-p-670358779?boutiqueId=61&merchantId=106740,129.999 TL
64 GB,,,,4 kg ve Üstü,,"24"" / 61 Ekran",AMD Radeon RX 580,GDDR5,8 GB,Harici,75 Hz,,2 Yıl,Resmi Distribütör Garantili,,Var,HDD Yok,512 GB,RGB,Oyun,,,Yok,IPS,500 W ve üstü,16 GB,DDR4,,512 GB,,,,1920 x 1080,Full HD (FHD),3.00 GHz üstü,10400F,10. Nesil,Intel Core i5,6,Free Dos,,https://www.trendyol.com//biggamex/sx56-i5-10400f-16gb-512gb-ssd-rx580-8gb-256bit-23-8-75hz-oyuncu-masaustu-bilgisayari-p-745143000?boutiqueId=61&merchantId=192618&advertItems=eyJhZHZlcnRJZCI6IjUyMTMzOTFlLTFmZjgtNGFkZi1iZjg4LWY5YWEwYzY4NTA5ZiIsInNvcnRpbmdTY29yZSI6MC4wNTMxMTMwNzY0NzgyNDI4OCwiYWRTY29yZSI6MC4wNDU1NTE1MjM1NjYyNDYwMywiYWRTY29yZXMiOnsiMSI6MC4wNDU1NTE1MjM1NjYyNDYwMywiMiI6MC4wNDU1NTE1MjM1NjYyNDYwM30sImNwYyI6MS4xNjYwMDAwMDAwMDAwMDAxLCJtaW5DcGMiOjAsImVDcGMiOjEuMTY2MDAwMDAwMDAwMDAwMSwiYWR2ZXJ0U2xvdCI6MTMyLCJvcmRlciI6MjMsInNlYXJjaFRlcm0iOiJiaWxnaXNheWFyIiwiYXR0cmlidXRlcyI6IiJ9,16.399 TL
,Bluetooth - HDMI,,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4050,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),Oyun,,,,IPS,,16 GB,DDR5,Gri,512 GB,,,,1920 x 1080,Full HD (FHD),,13700H,13. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//hp/victus-16-r0037nt-7p643ea-6gb-rtx4050-13-nesil-i7-13700h-16-gb-ram-512-gb-ssd-16-1-inc-fhd-144hz-p-707365264?boutiqueId=61&merchantId=118442,34.719 TL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//asus/x515ea-bq945w-11-nesil-core-uyumlu-i3-1115g4-4gb-256gb-ssd-15-6inc-w11-p-691001649?boutiqueId=61&merchantId=125175,9.949 TL
,Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",Intel Iris Graphics,Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Lenovo Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),Ev - Okul,4.7,,,TN,,8 GB,DDR4,Gri,512 GB,,,,1920 x 1080,Full HD (FHD),,1165G7,11. Nesil,Intel Core i7,8,Free Dos,4-6 Saat,https://www.trendyol.com//lenovo/ideapad-3-intel-core-i7-1165g7-8gb-512gb-ssd-freedos-15-6-fhd-notebook-82h803fttx-p-741981400?boutiqueId=61&merchantId=107957,18.099 TL
32 GB,,,Tek Ebat,4 kg ve Üstü,,25 + inç,Nvidia GeForce RTX 3050,GDDR6,8 GB,Harici,240 Hz,,2 Yıl,Resmi Distribütör Garantili,,Var,HDD Yok,Yok,RGB,Oyun,,,Yok,,500 W ve üstü,32 GB,DDR4,,1 TB,,,,1920 x 1080,Full HD (FHD),3.00 GHz üstü,AMDRYZEN53600,Belirtilmemiş,AMD Ryzen 5,6,Free Dos,,https://www.trendyol.com//biggamex/btx04-ryzen-5-3600-32gb-1tb-nvme-m-2-ssd-rtx3050-27-240hz-oyuncu-masaustu-bilgisayar-p-666078247?boutiqueId=61&merchantId=192618&advertItems=eyJhZHZlcnRJZCI6IjUyMTMzOTFlLTFmZjgtNGFkZi1iZjg4LWY5YWEwYzY4NTA5ZiIsInNvcnRpbmdTY29yZSI6MC4wNTIyNjczNTU5ODU5Mzk1MSwiYWRTY29yZSI6MC4wNDQ4MjYyMDU4MTk4NDUyLCJhZFNjb3JlcyI6eyIxIjowLjA0NDgyNjIwNTgxOTg0NTIsIjIiOjAuMDQ0ODI2MjA1ODE5ODQ1Mn0sImNwYyI6MS4xNjYwMDAwMDAwMDAwMDAxLCJtaW5DcGMiOjAsImVDcGMiOjEuMTY2MDAwMDAwMDAwMDAwMSwiYWR2ZXJ0U2xvdCI6MTMzLCJvcmRlciI6Mywic2VhcmNoVGVybSI6ImJpbGdpc2F5YXIiLCJhdHRyaWJ1dGVzIjoiIn0=,26.349 TL
,HDMI,,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe + Numerik (Aydınlatmalı),Oyun,,,,IPS,,16 GB,DDR4,Siyah,512 GB,Gen 4,,,1920 x 1080,Full HD (FHD),,12450H,12. Nesil,Intel Core i5,8,Free Dos,4-6 Saat,https://www.trendyol.com//msi/thin-gf63-12uc-877xtr-i5-12450h-16-gb-512-gb-ssd-rtx3050-15-6-dos-dizustu-bilgisayar-p-780603210?boutiqueId=61&merchantId=110963,28.499 TL
,Bluetooth - HDMI,,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),Oyun,,,,IPS,,32 GB,DDR5,Siyah,1 TB,,,,1920 x 1080,Full HD (FHD),,13700H,13. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//hp/victus-16-r0071nt-8v898ea-i7-13700h-32gb-ram-1tb-ssd-8gb-geforce-rtx-4070-16-1-inc-fhd-freedos-p-764895016?boutiqueId=61&merchantId=467452,50.999 TL
,Bluetooth - HDMI,,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),Oyun,,,,IPS,,16 GB,DDR4,Siyah,1 TB,,,,1920 x 1080,Full HD (FHD),,12700H,12. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//asus/tuf-gaming-f15-fx507zc4-hn176-i7-12700h-16gb-ram-1tb-ssd-4gb-rtx3050-15-6-inc-fhd-144hz-p-761275546?boutiqueId=61&merchantId=118442,32.499 TL
,HDMI,,,,,"24"" / 61 Ekran",Nvidia GeForce GTX1050 Ti,GDDR5,4 GB,Harici,75 Hz,,2 Yıl,Resmi Distribütör Garantili,,Var,500 GB,500 GB,Q Türkçe,Oyun,,,Yok,IPS,350 - 500 W,16 GB,,,256 GB,,,3.2,1920 x 1080,Full HD (FHD),,İ5-3470,Belirtilmemiş,Intel Core i5,4,Windows,,https://www.trendyol.com//dmc/n42x-pubg-mobil-gta-5-i5-3470-16gb-256gb-ssd-500gb-hdd-4gb-gtx1050ti-23-8-oyuncu-bilgisayari-p-333520008?boutiqueId=61&merchantId=172251&advertItems=eyJhZHZlcnRJZCI6IjlkOTU1MzUzLWIxNTctNDAxYS1hMjQ2LWU3YWI5MDM4Nzk3NyIsInNvcnRpbmdTY29yZSI6MC4wNTE5MTU1MTQ4NDE2NzU3NiwiYWRTY29yZSI6MC4wNDY1OTQyOTE5MjU0MzAzLCJhZFNjb3JlcyI6eyIxIjowLjA0NjU5NDI5MTkyNTQzMDMsIjIiOjAuMDQ2NTk0MjkxOTI1NDMwM30sImNwYyI6MS4xLCJtaW5DcGMiOjAsImVDcGMiOjEuMSwiYWR2ZXJ0U2xvdCI6MTM0LCJvcmRlciI6Nywic2VhcmNoVGVybSI6ImJpbGdpc2F5YXIiLCJhdHRyaWJ1dGVzIjoiIn0=,12.799 TL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//ramtech/workforce-wf159-i3-2100-8gb-ram-128gb-ssd-19-masaustu-ofis-bilgisayari-p-471706672?boutiqueId=626264&merchantId=187272,4.999 TL
,HDMI - USB,,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,120 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe + Numerik (Aydınlatmalı),Oyun,,,,IPS,,8 GB,DDR4,Gri,512 GB,,,,1920 x 1080,Full HD (FHD),,i5-11320H,11. Nesil,Intel Core i5,4,Free Dos,,https://www.trendyol.com//lenovo/ideapad-gaming-3-15ihu6-82k101hwtx-i5-8gb-512gb-ssd-rtx3050-120hz-fhd-freedos-gaming-laptop-p-770717614?boutiqueId=632399&merchantId=105369,23.799 TL
,USB - Bluetooth - HDMI,,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 2050,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,Casper Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,,,,IPS,,16 GB,DDR4,Gri,500 GB,Gen 4,,,1920 x 1080,Full HD (FHD),,12450H,12. Nesil,Intel Core i5,8,Free Dos,,https://www.trendyol.com//casper/excalibur-g870-1245-bvg0x-b-intel-core-i5-12450h-16-gb-ram-500-gb-nvme-ssd-gen4-4gb-rtx-2050-freedos-p-746289856?boutiqueId=623361&merchantId=968,23.999 TL
32 GB,HDMI,,Tek Ebat,4 kg ve Üstü,,"24"" / 61 Ekran",Nvidia GeForce GTX 1660 SUPER,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,Resmi Distribütör Garantili,,Var,HDD Yok,Yok,RGB,Oyun,,,Yok,TN,500 W ve üstü,16 GB,DDR4,,512 GB,,LGA 1200,2.9,1920 x 1080,Full HD (FHD),3.00 GHz üstü,10400F,10. Nesil,Intel Core i5,6,Free Dos,,https://www.trendyol.com//zeiron/galaxy-i5-10400f-16gb-ddr4-512gb-m-2-ssd-gtx1660-super-24-165hz-oyuncu-masaustu-bilgisayari-p-363636199?boutiqueId=61&merchantId=127037&advertItems=eyJhZHZlcnRJZCI6Ijk1ZWRiM2JmLTVkOTQtNGRmMy05NWNmLTYwZTc3OWRjMDZiZSIsInNvcnRpbmdTY29yZSI6MC4wNTE4ODU0NDA5NDU2MjUzMSwiYWRTY29yZSI6MC4wNTg5NjA3MjgzNDczMDE0OCwiYWRTY29yZXMiOnsiMSI6MC4wNTg5NjA3MjgzNDczMDE0OCwiMiI6MC4wNTg5NjA3MjgzNDczMDE0OH0sImNwYyI6MC44ODAwMDAwMDAwMDAwMDAxLCJtaW5DcGMiOjAsImVDcGMiOjAuODgwMDAwMDAwMDAwMDAwMSwiYWR2ZXJ0U2xvdCI6MTM1LCJvcmRlciI6MTEsInNlYXJjaFRlcm0iOiJiaWxnaXNheWFyIiwiYXR0cmlidXRlcyI6IiJ9,18.927 TL
,Bluetooth,,,2 kg ve Altı,Yok,"15,6 inç",Intel Iris Graphics,Belirtilmemiş,Paylaşımlı,Dahili,120 Hz,,2 Yıl,Monster Türkiye Garantili,,,HDD Yok,512 GB,Q Türkçe,Ofis - İş,4.4,,Yok,IPS,,8 GB,DDR4,Gümüş,512 GB,,,1.3,1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Free Dos,4-6 Saat,https://www.trendyol.com//monster/huma-h5-v4-1-3-intel-core-i5-1235u-8gb-ram-512gb-ssd-freedos-15-6-fhd-p-458190989?boutiqueId=61&merchantId=105286,18.299 TL
,,,,2 kg ve Altı,Yok,14 inç,Intel UHD Graphics 600,DDR4,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,4 GB,Q Türkçe,Ev - Okul,,,Yok,,,4 GB,DDR4,Gümüş,128 GB,,,Belirtilmemiş,1366 x 768,HD Ready (HD),,N4020,Belirtilmemiş,Intel Celeron,2,Free Dos,,https://www.trendyol.com//lenovo/ideapad-intel-celeron-n4020-4gb-128gb-ssd-14-hd-dos-dizustu-bilgisayar-81vu006stx-p-367015572?boutiqueId=61&merchantId=244201,11.999 TL
